x,y,z,t,firing
-4826899.984475,-10884825.131864,-5151115.248985,32804.831000,0
-4570582.816297,-10877664.129054,-5360350.767601,32864.830000,0
-4311252.326137,-10863331.497468,-5566049.327547,32924.827000,0
-4049070.218751,-10841813.320143,-5768063.215851,32984.826000,0
-3784201.114272,-10813100.262218,-5966246.148487,33044.822000,0
-3516812.479550,-10777187.637936,-6160453.384906,33104.820000,0
-3247074.555411,-10734075.475860,-6350541.844481,33164.819000,0
-2975160.279748,-10683768.582098,-6536370.224769,33224.816000,0
-2701245.206353,-10626276.601367,-6717799.121535,33284.814000,0
-2425507.419397,-10561614.075691,-6894691.150425,33344.811000,0
-2148127.443477,-10489800.500547,-7066911.070203,33404.808000,0
-1869288.149167,-10410860.378244,-7234325.907438,33464.807000,0
-1589174.653992,-10324823.268341,-7396805.082519,33524.805000,0
-1307974.218768,-10231723.834876,-7554220.536874,33584.804000,0
-1025876.139274,-10131601.890208,-7706446.861250,33644.802000,0
-743071.633191,-10024502.435246,-7853361.424898,33704.800000,0
-459753.722295,-9910475.695835,-7994844.505515,33764.799000,0
-176117.109873,-9789577.155103,-8130779.419760,33824.796000,0
107641.946632,-9661867.581507,-8261052.654165,33884.796000,0
391325.767771,-9527413.052395,-8385553.996253,33944.791000,0
674735.388985,-9386284.972827,-8504176.665648,34004.788000,0
957670.702249,-9238560.089445,-8616817.444983,34064.787000,0
1239930.602395,-9084320.499178,-8723376.810361,34124.784000,0
1521313.138083,-8923653.652544,-8823759.061147,34184.783000,0
1801615.667318,-8756652.351354,-8917872.448852,34244.780000,0
2080635.017460,-8583414.740591,-9005629.304843,34304.777000,0
2358167.649585,-8404044.294277,-9086946.166630,34364.776000,0
2634009.827118,-8218649.795103,-9161743.902456,34424.774000,0
2907957.788560,-8027345.307662,-9229947.833914,34484.773000,0
3179807.924189,-7830250.145080,-9291487.856303,34544.771000,0
3449356.956542,-7627488.828879,-9346298.556438,34604.768000,0
3716402.124502,-7419191.041921,-9394319.327615,34664.767000,0
3980741.370769,-7205491.574263,-9435494.481431,34724.765000,0
4242173.532506,-6986530.261805,-9469773.356151,34784.764000,0
4500498.534907,-6762451.917600,-9497110.421318,34844.762000,0
4755517.587429,-6533406.255720,-9517465.378298,34904.758000,0
5007033.382412,-6299547.807589,-9530803.256437,34964.756000,0
5254850.295789,-6061035.830709,-9537094.504538,35024.753000,0
5498774.589582,-5818034.209720,-9536315.077332,35084.751000,0
5738614.615837,-5570711.349768,-9528446.516653,35144.748000,0
5974181.021684,-5319240.062156,-9513476.026993,35204.745000,0
6205286.955132,-5063797.442294,-9491396.545168,35264.744000,0
6431748.271247,-4804564.739957,-9462206.803775,35324.742000,0
6653383.738317,-4541727.221934,-9425911.388182,35384.741000,0
6870015.243610,-4275474.027102,-9382520.786761,35444.739000,0
7081467.998308,-4005998.014061,-9332051.434116,35504.736000,0
7287570.741202,-3733495.601418,-9274525.747039,35564.736000,0
7488155.940724,-3458166.600902,-9209972.152976,35624.733000,0
7683059.994861,-3180214.043442,-9138425.110765,35684.732000,0
7872123.428540,-2899843.998443,-9059925.123458,35744.730000,0
8055191.087999,-2617265.386457,-8974518.743016,35804.727000,0
8232112.331732,-2332689.785499,-8882258.566742,35864.726000,0
8402741.217535,-2046331.231295,-8783203.225267,35924.724000,0
8566936.685208,-1758406.011735,-8677417.361989,35984.723000,0
8724562.734481,-1469132.455870,-8564971.603852,36044.721000,0
8875488.597701,-1178730.717782,-8445942.523385,36104.719000,0
9019588.906869,-887422.555695,-8320412.591936,36164.718000,0
9156743.854575,-595431.106719,-8188470.124087,36224.715000,0
9286839.348448,-302980.657621,-8050209.213230,36284.714000,0
9409767.158685,-10296.412057,-7905729.658332,36344.711000,0
9525425.058298,282395.745299,-7755136.881932,36404.708000,0
9633716.955691,574869.487274,-7598541.839453,36464.706000,0
9734553.019216,866898.284879,-7436060.919917,36524.702000,0
9827849.793382,1158255.649693,-7267815.838212,36584.701000,0
9913530.306389,1448715.377433,-7093933.519044,36644.698000,0
9991524.168719,1738051.792222,-6914545.972777,36704.696000,0
10061767.662495,2026039.991034,-6729790.163359,36764.695000,0
10124203.821386,2312456.087814,-6539807.868570,36824.692000,0
10178782.500841,2597077.456747,-6344745.532861,36884.691000,0
10225460.438469,2879682.974159,-6144754.113048,36944.688000,0
10264201.304400,3160053.258540,-5939988.917193,37004.678000,0
10294975.741524,3437970.908178,-5730609.436978,37064.676000,0
10317761.395496,3713220.735893,-5516779.173939,37124.673000,0
10332542.934443,3985590.000376,-5298665.459913,37184.672000,0
10339312.058359,4254868.633651,-5076439.272101,37244.661000,0
10338067.498172,4520849.464185,-4850275.043128,37304.657000,0
10328815.004513,4783328.435179,-4620350.466541,37364.655000,0
10311567.326272,5042104.817602,-4386846.298152,37424.643000,0
10286344.179003,5296981.417553,-4149946.153679,37484.641000,0
10253172.203331,5547764.777523,-3909836.303128,37544.638000,0
10212084.913497,5794265.371196,-3666705.462371,37604.635000,0
10163122.636231,6036297.791411,-3420744.582388,37664.634000,0
10106332.440161,6273680.930963,-3172146.636619,37724.631000,0
10041768.056002,6506238.155917,-2921106.406909,37784.630000,0
9969489.787777,6733797.471167,-2667820.268490,37844.623000,0
9889564.415362,6956191.677963,-2412485.974481,37904.620000,0
9802065.088666,7173258.523195,-2155302.440335,37964.619000,0
9707071.213769,7384840.840220,-1896469.528700,38024.616000,0
9604668.331372,7590786.681068,-1636187.835127,38084.615000,0
9494947.987916,7790949.439872,-1374658.475049,38144.605000,0
9378007.599763,7985187.967426,-1112082.872460,38204.603000,0
9253950.310819,8173366.676764,-848662.550677,38264.602000,0
9122884.844011,8355355.639724,-584598.925603,38324.600000,0
8984925.347031,8531030.674447,-320093.101831,38384.599000,0
8840191.232770,8700273.423826,-55345.671980,38444.596000,0
8688807.014866,8862971.424924,209443.480430,38504.593000,0
8530902.138803,9019018.169411,474075.374227,38564.592000,0
8366610.808982,9168313.155093,738352.119661,38624.589000,0
8196071.812218,9310761.928649,1002077.103034,38684.588000,0
8019428.338066,9446276.119676,1265055.166616,38744.584000,0
7836827.796434,9574773.466204,1527092.783617,38804.578000,0
7648421.632882,9696177.831841,1787998.227996,38864.576000,0
7454365.142037,9810419.214730,2047581.738912,38924.570000,0
7254817.279527,9917433.748522,2305655.679654,38984.568000,0
7049940.472836,10017163.695583,2562034.690878,39044.564000,0
6839900.431474,10109557.432665,2816535.838048,39104.560000,0
6624865.956819,10194569.429295,3068978.752948,39164.558000,0
6405008.752026,10272160.219127,3319185.769198,39224.556000,0
6180503.232333,10342296.364539,3566982.051686,39284.555000,0
5951526.336100,10404950.414743,3812195.719888,39344.552000,0
5718257.336922,10460100.857696,4054657.965029,39404.550000,0
5480877.657094,10507732.066102,4294203.161093,39464.548000,0
5239570.682749,10547834.237803,4530668.969666,39524.546000,0
4994521.580912,10580403.330854,4763896.438660,39584.545000,0
4745917.118747,10605440.993583,4993730.094939,39644.541000,0
4493945.485231,10622954.489939,5220018.030913,39704.539000,0
4238796.115471,10632956.620433,5442611.985163,39764.537000,0
3980659.517877,10635465.638960,5661367.417176,39824.535000,0
3719727.104376,10630505.165814,5876143.576299,39884.534000,0
3456191.023828,10618104.097175,6086803.564998,39944.532000,0
3190243.998825,10598296.511371,6293214.396549,40004.529000,0
2922079.165973,10571121.572185,6495247.047286,40064.528000,0
2651889.919809,10536623.429497,6692776.503536,40124.525000,0
2379869.760450,10494851.117525,6885681.803382,40184.524000,0
2106212.145054,10445858.450926,7073846.073405,40244.521000,0
1831110.343184,10389703.919028,7257156.560553,40304.518000,0
1554757.296130,10326450.578416,7435504.659301,40364.518000,0
1277345.480233,10256165.944135,7608785.934259,40424.515000,0
999066.774257,10178921.879726,7776900.138393,40484.514000,0
720112.330818,10094794.486313,7939751.227032,40544.511000,0
440672.451892,10003863.990964,8097247.367828,40604.508000,0
160936.468400,9906214.634516,8249300.946833,40664.508000,0
-118907.376151,9801934.559056,8395828.570873,40724.505000,0
-398672.037974,9691115.695244,8536751.066387,40784.504000,0
-678171.781303,9573853.649644,8671993.474896,40844.501000,0
-957222.282714,9450247.592226,8801485.045283,40904.498000,0
-1235640.731520,9320400.144187,8925159.223027,40964.497000,0
-1513245.926291,9184417.266240,9042953.636591,41024.495000,0
-1789858.367557,9042408.147489,9154810.081089,41084.493000,0
-2065300.346764,8894485.095024,9260674.499423,41144.490000,0
-2339396.031560,8740763.424343,9360496.961018,41204.486000,0
-2611971.547473,8581361.350706,9454231.638333,41264.485000,0
-2882855.056079,8416399.881508,9541836.781282,41324.483000,0
-3151876.829734,8246002.709772,9623274.689702,41384.481000,0
-3418869.322967,8070296.108824,9698511.684034,41444.476000,0
-3683667.240616,7889408.828227,9767518.074327,41504.474000,0
-3946107.602818,7703471.991031,9830268.127709,41564.473000,0
-4206029.806928,7512618.992395,9886740.034451,41624.469000,0
-4463275.686481,7316985.399632,9936915.872738,41684.467000,0
-4717689.567295,7116708.853700,9980781.572279,41744.459000,0
-4969118.320807,6911928.972194,10018326.876846,41804.455000,0
-5217411.414754,6702787.253844,10049545.305878,41864.454000,0
-5462420.961286,6489426.984552,10074434.115217,41924.446000,0
-5704001.762631,6271993.144977,10092994.257106,41984.445000,0
-5942011.354398,6050632.319679,10105230.339523,42044.441000,0
-6176310.046627,5825492.607818,10111150.584934,42104.435000,0
-6406760.962675,5596723.535419,10110766.788570,42164.431000,0
-6633230.076055,5364475.969179,10104094.276275,42224.425000,0
-6855586.245307,5128902.031828,10091151.862025,42284.424000,0
-7073701.247008,4890155.019003,10071961.805166,42344.417000,0
-7287449.807012,4648389.317632,10046549.767447,42404.411000,0
-7496709.630013,4403760.325807,10014944.769901,42464.407000,0
-7701361.427523,4156424.374108,9977179.149625,42524.399000,0
-7901288.944349,3906538.648356,9933288.516515,42584.394000,0
-8096378.983667,3654261.113764,9883311.710004,42644.389000,0
-8286521.430760,3399750.440445,9827290.755829,42704.383000,0
-8471609.275526,3143165.930245,9765270.822881,42764.382000,0
-8651538.633805,2884667.444858,9697300.180161,42824.375000,0
-8826208.767631,2624415.335181,9623430.153875,42884.374000,0
-8995522.104470,2362570.371865,9543715.084697,42944.367000,0
-9159384.255512,2099293.677019,9458212.285206,43004.358000,0
-9317704.033094,1834746.657014,9366981.997533,43064.357000,0
-9470393.467320,1569090.936344,9270087.351231,43124.351000,0
-9617367.821939,1302488.292494,9167594.321359,43184.350000,0
